,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y.1,ROA,Target Price,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,Perf YTD,Dividend,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend %,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR,Employees,Current Ratio,Sales Q/Q,Oper. Margin,RSI (14),Optionable,Debt/Eq,EPS Q/Q,Profit Margin,Rel Volume,Prev Close,Shortable,LT Debt/Eq,Earnings,Payout,Avg Volume,Price,Recom,SMA20,SMA50,SMA200,Volume,Change,avg_daily_high_range,avg_daily_low_range,Earnings_BMO,Earnings_AMC,DJIA
ECL,29.19,5.02,0.004,301570000.0,0.012199999999999999,44230000000.0,24.83,5.91,-0.12390000000000001,287410000.0,-0.0806,1470000000.0,2.17,1.55,0.89,0.0245,-0.0605,14560000000.0,3.04,0.106,-0.002,5.43,0.0421,27.46,5.34,0.1251,0.08,157.0,0.08349999999999999,0.74,196.93,0.13470000000000001,0.207,-0.0046,1.84,46.54,0.14300000000000002,0.10800000000000001,-0.09970000000000001,0.89,0.0125,0.9,0.032,0.42700000000000005,0.16649999999999998,4.12,48400,1.3,0.051,0.13699999999999998,46.4,1,0.9,0.12,0.11,0.95,141.54,1,0.8,2019-01-29,0.289,1300000.0,146.67,2.4,-0.016399999999999998,-0.0387,-0.0077,1237000.0,0.0362,0.0246,0.0277,1,0,0
ED,3.48,22.01,0.002,330670000.0,-0.0036,25310000000.0,17.7,4.33,0.0031,310920000.0,-0.0576,6870000000.0,1.21,0.76,0.609,0.0655,0.0058,12350000000.0,2.05,4.369,-0.0038,8.54,-0.030899999999999997,51.07,1.5,0.0063,0.032,78.8,-0.0754,0.6,127.2,0.0287,0.099,0.0012,2.86,13.7,0.418,0.233,-0.09210000000000002,0.04,0.0374,0.6,-0.003,0.79,0.07629999999999999,1.85,15591,0.6,0.036000000000000004,0.207,43.71,1,1.13,-0.057,0.126,0.9,75.33,1,0.97,2019-01-31,0.5660000000000001,2380000.0,76.55,3.3,-0.0406,-0.0256,-0.015300000000000001,2149884.0,0.016200000000000003,0.0182,0.025699999999999997,0,1,0
EFX,28.73,3.28,0.003,121910000.0,0.0013,11490000000.0,16.0,5.89,0.0,119600000.0,-0.0848,398100000.0,11.54,1.32,0.9179999999999999,0.0347,-0.2848,3420000000.0,3.36,0.099,-0.0163,2.7,-0.253,26.43,3.57,0.0286,0.062,119.07,-0.21559999999999999,2.08,45.34,0.024900000000000002,0.139,0.012,1.56,44.47,0.153,0.107,-0.3204,1.06,0.0166,1.2,0.102,0.594,0.06280000000000001,2.83,10300,1.2,-0.001,0.174,44.43,1,0.83,-0.602,0.131,0.5,91.34,1,0.83,2019-01-23,0.42,1540000.0,94.25,2.3,-0.009399999999999999,-0.0575,-0.2023,773977.0,0.0319,0.0259,0.030699999999999998,0,1,0
EIX,20.59,2.84,0.0005,336910000.0,0.024900000000000002,19680000000.0,12.93,4.52,0.0,325410000.0,0.024900000000000002,928000000.0,5.49,0.93,0.856,0.016399999999999998,-0.1464,12870000000.0,1.53,-0.20199999999999999,0.017,1.74,-0.1051,37.1,1.57,0.08689999999999999,0.009000000000000001,66.25,-0.069,0.21,277.22,0.0375,0.039,0.0291,2.45,,-0.07400000000000001,0.064,-0.1772,-0.01,0.04190000000000001,0.7,0.008,0.575,0.284,1.83,12521,0.7,0.163,0.114,49.48,1,1.22,0.095,0.036000000000000004,0.8,56.84,1,1.21,2019-01-29,1.6640000000000001,3060000.0,58.42,2.3,0.0126,-0.0239,-0.08289999999999999,2462458.0,0.0278,0.0269,0.0321,0,1,0
EL,30.31,4.29,0.003,372810000.0,0.011899999999999999,48440000000.0,24.12,5.39,-0.2914,217440000.0,-0.1489,1610000000.0,3.21,1.54,0.938,0.030600000000000002,-0.0933,13930000000.0,3.48,0.22,-0.0121,2.82,-0.0949,12.01,10.82,0.10890000000000001,0.094,154.92,0.0023,5.35,24.3,0.0943,0.257,-0.0014000000000000002,1.72,41.79,0.096,0.196,-0.1819,0.73,0.0132,1.3,0.061,0.7879999999999999,0.0681,4.26,46000,1.8,0.076,0.153,45.21,1,0.8,0.17600000000000002,0.085,0.89,125.68,1,0.76,2019-01-30,0.473,2360000.0,129.92,2.0,-0.018799999999999997,-0.045599999999999995,-0.0788,2091384.0,0.0337,0.0273,0.0318,1,0,0
EMN,8.98,8.33,0.002,143080000.0,0.029300000000000003,10710000000.0,8.17,9.16,-0.0839,139500000.0,-0.0756,1200000000.0,0.88,1.64,0.871,0.021099999999999997,-0.2314,10140000000.0,1.06,0.243,-0.0151,1.97,-0.24760000000000001,42.11,1.78,0.0867,0.095,97.28,-0.2152,1.35,55.48,0.10220000000000001,0.272,0.0235,2.48,19.68,0.196,0.10800000000000001,-0.3345,1.19,0.0331,0.9,0.033,0.247,0.11019999999999999,2.59,14000,1.7,0.033,0.156,52.71,1,1.12,0.303,0.152,0.67,71.4,1,1.0,2019-01-24,0.203,1500000.0,74.83,2.3,0.038900000000000004,-0.0279,-0.2127,996432.0,0.048,0.0281,0.0359,0,1,0
EMR,18.82,3.17,0.005,641730000.0,0.0066,38320000000.0,14.52,4.11,-0.0369,622090000.0,-0.13269999999999998,2009999999.9999998,1.65,0.66,0.728,0.014199999999999999,-0.2394,17410000000.0,2.2,0.24100000000000002,0.0027,1.96,-0.1367,14.25,4.19,0.1253,0.109,75.1,-0.1635,1.7,35.06,0.1144,0.258,-0.0005,1.96,36.64,0.027000000000000003,0.161,-0.2507,1.19,0.032799999999999996,0.8,-0.067,0.429,0.0783,1.74,87500,1.1,0.102,0.163,43.34,1,0.53,-0.037000000000000005,0.127,1.22,58.46,1,0.35,2019-02-05,0.556,4500000.0,59.72,2.3,-0.0033,-0.0791,-0.1507,5482166.0,0.0216,0.0213,0.030699999999999998,1,0,0
EOG,19.78,4.75,0.004,610700000.0,0.057800000000000004,57360000000.0,15.42,6.09,-0.025699999999999997,577170000.0,-0.1313,2760000000.0,,1.54,0.882,0.0222,-0.2796,16010000000.000002,3.58,1.334,-0.0060999999999999995,3.27,-0.2378,32.11,2.92,0.043,0.157,133.37,-0.1533,2.09,45.02,,0.287,0.07690000000000001,0.88,9.01,-0.08900000000000001,0.028999999999999998,-0.2966,1.22,0.009399999999999999,0.9,-0.003,0.5489999999999999,0.1448,3.98,2664,1.1,0.759,0.239,48.63,1,0.35,10.845,0.31,0.99,89.97,1,0.28,2019-01-31,0.08800000000000001,3930000.0,93.92,2.0,-0.0096,-0.0689,-0.1784,3874198.0,0.043899999999999995,0.0412,0.0424,0,1,0
EQIX,215.99,1.64,0.005,83070000.0,0.021400000000000002,29390000000.0,56.34,6.28,-0.0235,79770000.0,-0.09539999999999998,132100000.0,21.65,1.23,,0.013000000000000001,-0.1681,4960000000.0,5.92,-0.645,0.009899999999999999,1.81,-0.1962,89.65,3.95,0.4158,0.016,487.14,-0.212,10.66,33.17,0.0998,0.046,0.0034999999999999996,9.12,,-0.251,0.03,-0.23379999999999998,0.76,0.0258,1.2,0.183,0.485,0.0552,9.5,7273,1.2,0.114,0.177,40.42,1,1.59,0.532,0.065,0.95,345.94,1,1.54,2019-01-31,2.12,573920.0,353.79,1.7,-0.0383,-0.0709,-0.13699999999999998,543731.0,0.0227,0.025699999999999997,0.028300000000000002,0,1,0
EQR,37.08,1.74,0.003,403850000.0,-0.0227,26070000000.0,46.78,1.38,-0.2502,375460000.0,-0.1018,662700000.0,13.73,0.36,0.889,0.0128,-0.012199999999999999,2560000000.0,10.2,-0.861,0.0,2.66,0.0033,27.71,2.33,-0.17859999999999998,0.032,70.16,0.0113,0.08,790.08,0.027000000000000003,0.065,-0.022000000000000002,2.16,45.93,0.242,0.044000000000000004,-0.11259999999999999,0.48,0.0335,,0.07200000000000001,0.6629999999999999,0.1745,1.68,2700,,0.046,0.33399999999999996,39.62,1,0.87,0.498,0.259,0.81,64.16,1,0.87,2019-01-22,1.159,1810000.0,64.56,2.8,-0.052300000000000006,-0.047599999999999996,-0.0064,1462538.0,0.0062,0.023,0.026699999999999998,0,1,0
EQT,,-5.73,0.001,270050000.0,-0.015600000000000001,5270000000.0,10.3,1.9,0.6953,252800000.0,0.0323,-1527800000.0,,0.73,,0.0803,-0.1885,4780000000.0,1.1,1.6059999999999999,0.01,1.91,-0.34759999999999996,42.38,0.46,-0.1456,-0.011000000000000001,32.38,-0.39149999999999996,,,0.1971,-0.027000000000000003,0.0334,0.12,4.67,0.127,0.04,-0.3986,0.65,0.0060999999999999995,0.5,0.19699999999999998,0.804,0.19829999999999998,1.12,2067,0.5,0.758,-0.28300000000000003,53.96,1,0.77,-2.138,-0.069,1.1,19.32,1,0.71,2019-01-24,,10610000.0,19.52,2.1,0.0217,0.0327,-0.2273,11672127.0,0.0104,0.061399999999999996,0.061399999999999996,1,0,0
ES,19.61,3.27,0.001,332340000.0,-0.010700000000000001,21300000000.0,18.39,3.49,-0.1308,315300000.0,-0.0676,1040000000.0,3.36,0.75,0.775,0.015600000000000001,0.049100000000000005,8350000000.0,2.55,0.05,-0.0001,2.87,0.0732,35.95,1.78,0.0661,0.027999999999999997,67.41,0.024,0.18,360.4,0.0583,0.092,-0.0146,2.02,,0.10400000000000001,0.055,-0.0913,0.22,0.0315,0.5,0.043,,0.2147,1.45,8084,0.6,0.142,0.21,41.3,1,1.25,0.111,0.125,0.8,63.45,1,1.12,2019-01-31,0.608,1710000.0,64.09,2.2,-0.044199999999999996,-0.0288,0.0478,1365894.0,0.0101,0.0191,0.0233,1,0,0
ESS,42.06,5.67,0.001,69400000.0,-0.0302,16540000000.0,47.91,4.97,-0.16879999999999998,64620000.00000001,-0.0932,374400000.0,5.32,1.14,0.991,0.0143,-0.024300000000000002,1390000000.0,11.88,0.045,0.0026,2.17,-0.0017000000000000001,95.64,2.49,-0.048,0.03,272.57,-0.0175,2.27,105.14,0.079,0.059000000000000004,-0.0282,7.44,52.4,0.16399999999999998,0.037000000000000005,-0.10890000000000001,0.31,0.031200000000000002,,0.204,0.7190000000000001,0.1134,5.98,1835,,0.019,0.324,35.01,1,0.89,0.015,0.27,0.81,237.84,1,0.89,2019-01-28,1.268,426070.0,238.3,2.2,-0.0596,-0.061500000000000006,-0.0206,344593.0,0.0019,0.022000000000000002,0.0256,1,0,0
ETFC,12.88,3.52,0.003,257130000.0,0.0414,11640000000.0,10.84,4.18,0.044199999999999996,250560000.0,-0.1442,933000000.0,0.47,1.02,0.9740000000000001,0.0184,-0.136,2900000000.0,4.01,0.192,-0.0040999999999999995,1.35,-0.2447,23.42,1.93,0.0906,0.013999999999999999,60.38,-0.10550000000000001,5.65,8.02,0.27390000000000003,0.142,0.0319,0.56,7.35,0.515,0.013000000000000001,-0.3187,1.23,0.0124,,0.022000000000000002,0.914,0.12050000000000001,1.6,4091,,0.237,0.466,49.09,1,7.41,1.037,0.302,0.6,43.4,1,0.32,2019-01-17,0.0,3400000.0,45.28,1.7,0.0262,-0.0602,-0.1967,2050995.0,0.0433,0.0292,0.0373,0,1,0
ETN,14.41,4.76,0.001,443490000.0,-0.0029,30390000000.0,11.65,5.88,-0.1103,432380000.0,-0.1215,2089999999.9999998,1.37,1.43,0.816,0.0226,-0.2188,21360000000.0,1.42,0.5579999999999999,-0.0076,3.25,-0.0964,38.65,1.77,0.09820000000000001,0.067,86.63,-0.1606,1.14,60.18,0.1054,0.127,-0.0019,2.64,30.15,0.135,0.084,-0.2373,1.37,0.0385,1.0,0.046,0.327,0.06309999999999999,2.01,98000,1.5,-0.644,0.122,44.93,1,0.43,-0.818,0.10099999999999999,1.26,66.63,1,0.4,2019-01-29,0.524,3010000.0,68.53,2.2,-0.0121,-0.048799999999999996,-0.1209,3792685.0,0.0285,0.0208,0.0302,1,0,0
ETR,15.55,5.45,0.002,188800000.0,-0.0063,16010000000.000002,14.14,6.0,-0.4193,180680000.0,-0.034300000000000004,997500000.0,,0.47,0.938,0.0625,0.0556,11120000000.0,1.44,2.65,-0.005699999999999999,7.2,0.0347,46.48,1.82,-0.1467,0.009000000000000001,90.03,0.0381,5.23,16.2,-0.0392,0.054000000000000006,-0.0148,3.64,8.26,0.025,0.052000000000000005,-0.066,0.31,0.0429,0.5,0.015,0.851,0.17859999999999998,1.84,13504,0.6,-0.043,0.08199999999999999,45.33,1,2.2,0.324,0.039,0.67,84.17,1,1.88,2019-01-30,1.484,1570000.0,84.8,2.4,-0.0259,-0.0126,0.0322,1056258.0,0.0075,0.0175,0.0233,1,0,0
EW,32.45,4.58,0.001,215460000.0,-0.0086,32040000000.0,28.6,5.2,-0.6799,207800000.0,-0.0901,976300000.0,2.33,1.17,0.871,0.013000000000000001,-0.0451,3630000000.0,8.82,0.555,0.0025,1.62,0.0154,16.08,9.25,0.10710000000000001,0.12300000000000001,170.15,0.2978,7.41,20.08,0.1393,0.22399999999999998,-0.0291,,39.24,0.27,0.22,-0.1502,0.96,,1.8,0.126,0.741,0.3078,5.54,12200,2.3,0.10400000000000001,0.299,46.08,1,0.36,0.319,0.196,0.76,143.66,1,0.18,2019-01-22,0.0,1660000.0,148.72,2.3,-0.0349,-0.0233,0.0197,1258170.0,0.0352,0.0313,0.0365,0,1,0
EXC,11.59,3.85,0.001,1010000000.0,-0.0036,45180000000.0,14.16,3.15,0.0,964780000.0,-0.04,3730000000.0,2.22,0.57,0.8079999999999999,0.0159,0.0353,35550000000.0,1.27,2.247,0.0002,2.55,0.039599999999999996,32.05,1.39,0.009899999999999999,0.032,47.37,0.1423,,,0.052300000000000006,0.12300000000000001,-0.0106,1.38,,0.22899999999999998,0.067,-0.058600000000000006,0.24,0.030899999999999997,1.2,0.07400000000000001,0.5529999999999999,0.2544,1.01,34621,1.3,0.07200000000000001,0.125,45.51,1,1.18,-0.114,0.105,0.91,44.12,1,1.13,2019-01-31,0.353,6010000.0,44.62,2.2,-0.0253,-0.013500000000000002,0.049100000000000005,5478127.0,0.0113,0.0196,0.0235,1,0,0
EXPD,21.02,3.18,0.001,177100000.0,-0.0015,11850000000.0,19.6,3.42,-0.17420000000000002,171490000.0,-0.1297,569300000.0,1.72,0.85,0.997,0.0369,-0.0849,7800000000.0,1.52,0.051,-0.0092,4.62,-0.0747,11.28,5.93,0.0323,0.18899999999999997,73.21,0.028399999999999998,5.59,11.96,0.122,0.31,-0.0172,0.9,25.92,0.095,0.217,-0.1438,0.88,0.0134,2.0,0.028999999999999998,0.32899999999999996,0.1323,2.18,16500,2.0,0.16,0.1,45.21,1,0.0,0.395,0.078,1.01,64.98,1,0.0,2019-02-05,0.252,1370000.0,66.92,3.1,-0.0273,-0.046799999999999994,-0.0565,1388160.0,0.029900000000000003,0.0285,0.0322,1,0,0
EXPE,40.46,2.8,0.085,150410000.0,-0.011200000000000002,17010000000.000002,17.26,6.55,-0.0009,117990000.0,-0.06269999999999999,430000000.0,2.43,1.08,0.902,0.0751,-0.1258,10980000000.0,1.55,0.276,0.0063,5.01,-0.0867,29.34,3.85,0.1611,0.023,147.0,-0.0965,22.46,5.04,0.16670000000000001,0.10400000000000001,0.0039000000000000003,1.28,17.52,0.015,0.064,-0.1909,1.06,0.0113,0.7,0.201,0.825,0.1479,3.64,22615,0.7,0.105,0.067,44.03,1,0.85,0.535,0.04,1.29,108.52,1,0.85,2019-01-24,0.41,1770000.0,113.09,2.1,-0.022000000000000002,-0.0458,-0.065,2285248.0,0.0421,0.0285,0.032,0,1,0
EXR,22.28,3.94,0.005,132199999.99999999,-0.0315,11610000000.0,28.39,3.09,-0.0079,122490000.0,-0.09449999999999999,520299999.99999994,3.71,0.76,,0.0646,0.0334,1170000000.0,9.92,0.273,-0.0034999999999999996,7.73,-0.1274,18.94,4.64,0.0758,0.053,97.31,0.0231,0.34,255.78,0.06,0.17,-0.0292,3.44,41.11,0.265,0.077,-0.1384,0.21,0.0392,,0.22,0.7340000000000001,0.133,2.17,3380,,0.08,0.483,37.45,1,1.99,0.312,0.34299999999999997,0.81,88.46,1,1.99,2019-01-29,1.031,1020000.0,87.84,2.6,-0.0634,-0.048499999999999995,-0.0449,831233.0,-0.006999999999999999,0.023700000000000002,0.024700000000000003,0,1,0
F,5.57,1.45,0.23800000000000002,4200000000.0,0.029300000000000003,33909999999.999996,6.1,1.33,0.0,3900000000.0,-0.1583,5800000000.0,0.37,0.33,0.569,0.0245,-0.115,159870000000.0,0.21,0.568,-0.002,1.92,-0.2688,9.2,0.88,-0.0067,0.024,10.02,-0.35960000000000003,8.66,0.93,0.15,0.171,0.0562,0.6,5.54,0.05,0.02,-0.39380000000000004,0.82,0.07429999999999999,1.1,0.033,0.09300000000000001,0.0904,0.32,202000,1.2,0.033,0.022000000000000002,42.28,1,4.19,-0.37,0.039,0.87,7.78,1,2.81,2019-01-23,0.41700000000000004,49730000.0,8.08,2.9,-0.0254,-0.0888,-0.2027,43034764.0,0.038599999999999995,0.0435,0.0395,0,1,0
FANG,13.74,7.28,0.001,104920000.0,0.0759,10480000000.0,11.51,8.68,-0.11900000000000001,100700000.0,-0.1091,721500000.0,0.41,1.75,,0.1232,-0.2858,1940000000.0,5.39,3.562,0.07490000000000001,4.1,-0.243,60.15,1.66,0.2767,0.075,153.27,-0.22640000000000002,4.85,20.62,0.33240000000000003,0.11800000000000001,0.078,0.5,7.55,0.493,0.10300000000000001,-0.2902,0.95,0.005,1.1,0.743,0.816,0.17300000000000001,4.65,251,1.1,0.7859999999999999,0.53,53.43,1,0.39,1.141,0.336,0.86,96.16,1,0.39,2019-02-05,0.038,3020000.0,99.93,1.7,0.0579,-0.0496,-0.1754,2600388.0,0.0392,0.0405,0.0489,0,1,0
FAST,20.93,2.49,0.001,293280000.0,-0.0025,15250000000.0,18.62,2.79,0.0027,286220000.0,-0.1294,714500000.0,1.1,0.6,0.888,0.08650000000000001,-0.1047,4820000000.0,3.16,0.113,-0.0104,7.05,0.0815,8.07,6.44,0.0652,0.24,56.25,-0.046900000000000004,0.44,117.58,0.19,0.33399999999999996,-0.0055000000000000005,1.6,212.7,0.063,0.22399999999999998,-0.1495,1.1,0.0308,2.5,0.07,0.486,0.0977,1.69,13749,5.3,0.13,0.201,46.47,1,0.17,0.396,0.153,0.64,49.95,1,0.17,2019-01-17,0.57,3510000.0,52.0,2.6,-0.0181,-0.0344,-0.0414,2234230.0,0.040999999999999995,0.0269,0.032799999999999996,1,0,0
FB,18.62,7.41,0.0127,2890000000.0,0.0255,399280000000.0,18.52,7.45,-0.2075,2370000000.0,-0.0223,21770000000.0,1.04,2.19,0.726,0.0129,-0.1507,51900000000.0,7.69,0.763,-0.027200000000000002,1.14,-0.3049,27.85,4.95,0.0087,0.21899999999999997,186.97,-0.253,14.24,9.69,0.179,0.25,0.052300000000000006,,22.88,2.342,0.24,-0.369,0.65,,9.0,0.515,0.843,0.12140000000000001,5.96,33606,9.0,0.32899999999999996,0.47100000000000003,50.57,1,0.0,0.107,0.376,1.05,131.74,1,0.0,2019-01-29,0.0,26850000.0,137.95,2.1,0.0097,-0.0202,-0.1801,28250046.0,0.0471,0.0424,0.044800000000000006,0,1,0
FBHS,14.52,2.75,0.001,146010000.0,0.052199999999999996,5820000000.0,10.35,3.85,-0.0331,101330000.0,-0.11199999999999999,409200000.0,1.37,0.94,0.9,0.046900000000000004,-0.25120000000000003,5450000000.0,1.07,0.10400000000000001,0.0092,2.09,-0.265,15.67,2.54,0.124,0.075,50.79,-0.4266,2.67,14.93,0.106,0.185,0.049699999999999994,0.88,19.36,0.349,0.122,-0.4583,1.26,0.022099999999999998,0.8,0.11,0.361,0.1307,1.53,23800,1.3,0.024,0.11199999999999999,48.34,1,1.13,-0.193,0.079,0.77,37.66,1,0.89,2019-01-24,0.265,2270000.0,39.88,2.5,0.0072,-0.056900000000000006,-0.23550000000000001,1753630.0,0.058899999999999994,0.0358,0.039599999999999996,0,1,0
FCX,5.72,1.89,0.0048,1490000000.0,0.0141,16110000000.0,12.93,0.84,-0.0105,1440000000.0,-0.105,2760000000.0,1.08,0.21,0.7170000000000001,0.0245,-0.22440000000000002,19990000000.0,0.81,1.3159999999999998,-0.0182,1.71,-0.3624,6.88,1.57,-0.49060000000000004,0.085,15.76,-0.4443,3.06,3.54,0.053,0.349,0.0495,0.2,2.96,-0.218,0.113,-0.4657,2.13,0.018500000000000003,1.8,-0.019,0.33,0.12710000000000002,0.6,25200,2.8,0.139,0.297,50.28,1,1.12,1.024,0.157,1.23,10.07,1,1.11,2019-01-23,0.069,20700000.0,10.82,2.7,0.0241,-0.0333,-0.2627,25557083.0,0.0745,0.0535,0.056100000000000004,1,0,0
FDX,14.49,11.35,0.0767,270100000.0,0.0212,44410000000.0,9.06,18.15,0.0003,241010000.0,-0.2852,3060000000.0,1.49,3.26,0.745,0.014199999999999999,-0.3175,68720000000.0,0.65,-0.023,-0.016399999999999998,1.4,-0.28059999999999996,73.64,2.23,0.1115,0.095,231.37,-0.3696,7.86,20.92,0.0971,0.259,0.0192,2.6,,0.048,0.096,-0.40130000000000005,1.64,0.0158,1.4,0.081,0.7090000000000001,0.08929999999999999,7.05,166000,1.4,0.09300000000000001,0.069,35.53,1,0.9,0.04,0.07200000000000001,1.2,157.19,1,0.85,2019-12-18,0.107,2430000.0,164.43,1.9,-0.07,-0.1954,-0.2953,2913214.0,0.0461,0.032400000000000005,0.0405,0,1,0
FE,,-4.65,0.050300000000000004,530710000.00000006,0.0038,19730000000.0,14.64,2.54,0.0,510440000.0,-0.0368,-2010000000.0,,0.48,0.965,0.0571,0.0128,11990000000.0,1.64,0.733,0.0527,6.15,0.0139,13.52,2.75,0.0044,0.052000000000000005,40.72,0.2235,0.82,45.24,-0.0692,0.327,-0.0101,1.52,,-0.32899999999999996,-0.028999999999999998,-0.068,0.25,0.0409,0.4,-0.017,0.7390000000000001,0.2671,0.95,15617,0.4,0.053,0.21600000000000003,46.95,1,2.86,-0.022000000000000002,0.174,0.94,36.71,1,2.44,2019-01-24,0.33299999999999996,4740000.0,37.17,2.1,-0.0203,-0.0192,0.0286,4453523.0,0.0125,0.0213,0.0269,0,1,0
FFIV,20.83,7.67,0.001,62420000.0,-0.0045000000000000005,9970000000.0,13.89,11.51,-0.5111,60440000.0,-0.0862,474700000.0,2.4,2.54,,0.0759,-0.1436,2160000000.0,4.61,0.17800000000000002,0.0089,5.87,-0.095,21.26,7.52,0.0762,0.17800000000000002,176.5,0.19210000000000002,16.65,9.6,0.08689999999999999,0.363,-0.0138,,13.1,0.16899999999999998,0.359,-0.1999,0.91,,1.5,0.078,0.833,0.2002,5.23,4409,1.5,0.046,0.273,44.68,1,0.0,0.035,0.21,1.03,154.31,1,0.0,2019-01-23,0.0,781690.0,159.79,2.8,-0.0184,-0.0594,-0.0735,805073.0,0.0355,0.0271,0.0334,0,1,0
FIS,45.16,2.25,0.001,334390000.0,0.0095,34030000000.0,17.66,5.76,-0.264,325450000.0,-0.0673,754000000.0,3.41,1.59,0.9059999999999999,0.010700000000000001,-0.057699999999999994,8590000000.0,3.96,-0.07,-0.0009,2.27,-0.0536,30.73,3.31,0.1036,0.064,121.31,0.0799,3.57,28.48,0.1325,0.147,-0.0075,1.28,25.46,-0.025,0.053,-0.0817,0.89,0.0126,1.3,0.095,0.337,0.10490000000000001,2.89,53000,1.3,-0.006,0.172,49.2,1,0.9,1.65,0.179,1.6,98.31,1,0.89,2019-01-29,0.262,1540000.0,101.78,1.8,-0.0051,-0.0187,-0.023399999999999997,2460566.0,0.0353,0.024399999999999998,0.028900000000000002,1,0,0
FISV,26.08,2.81,0.001,409560000.0,0.0021,29990000000.0,20.85,3.51,-0.4228,397350000.0,-0.081,1180000000.0,2.17,0.87,0.9079999999999999,0.0166,-0.1036,5790000000.0,5.18,0.069,-0.0194,2.96,-0.0241,6.59,11.11,0.1217,0.14,82.93,0.1144,1.64,44.56,0.12,0.516,-0.0037,,26.8,0.156,0.14400000000000002,-0.11560000000000001,0.81,,1.0,0.051,0.47700000000000004,0.16670000000000001,2.19,24000,1.0,0.009000000000000001,0.3,48.18,1,1.98,0.10400000000000001,0.25,0.8,70.11,1,1.81,2019-01-30,0.0,2230000.0,73.22,2.4,-0.0097,-0.042300000000000004,-0.0351,1771111.0,0.0444,0.0245,0.031,0,1,0
FITB,9.04,2.74,0.001,666460000.0,0.0518,16500000000.0,9.04,2.74,0.0,654500000.0,-0.1119,1910000000.0,1.51,0.67,0.8420000000000001,0.022799999999999997,-0.1309,4940000000.0,3.34,0.314,-0.0409,2.23,-0.1409,21.72,1.14,0.0934,0.015,31.16,-0.1887,5.7,4.34,0.06,0.14400000000000002,0.052300000000000006,0.88,9.91,0.08900000000000001,0.092,-0.2858,1.26,0.0355,,0.018000000000000002,,0.1193,0.81,18125,,0.141,0.7709999999999999,51.48,1,1.0,-0.5489999999999999,0.43200000000000005,0.92,24.18,1,1.0,2019-01-22,0.213,6710000.0,24.76,2.7,0.030899999999999997,-0.042300000000000004,-0.1527,6154931.0,0.024,0.0277,0.036000000000000004,1,0,0
FL,15.79,3.48,0.004,112500000.0,0.0572,6170000000.0,11.17,4.92,-0.030299999999999997,111800000.0,-0.025,409000000.0,1.42,1.37,0.0888,0.1009,0.1353,7880000000.0,0.78,-0.391,0.25989999999999996,3.82,0.0528,21.41,2.56,0.0852,0.087,58.57,0.1464,6.65,8.25,0.1114,0.134,0.0316,1.38,17.2,0.03,0.142,-0.0761,0.9,0.025099999999999997,1.5,0.047,0.316,0.4378,1.95,15141,3.4,-0.005,0.071,63.35,1,0.05,0.153,0.042,0.75,53.42,1,0.05,2019-11-20,0.456,2950000.0,54.88,2.2,0.073,0.0816,0.1153,2222854.0,0.0273,0.0256,0.0388,0,1,0
FLIR,26.68,1.63,0.006,140490000.0,0.0102,6090000000.0,18.3,2.37,-0.1365,137100000.0,-0.0637,228000000.0,1.22,0.6,0.975,0.0207,-0.29,1820000000.0,3.34,0.2,0.005600000000000001,2.47,-0.1634,14.05,3.09,0.0758,0.048,58.0,-0.0864,4.22,10.27,0.21899999999999997,0.073,-0.0037,0.64,17.97,-0.003,0.094,-0.3209,0.99,0.0148,3.0,0.051,0.5,0.0706,1.27,3542,4.2,-0.064,0.17,48.37,1,0.0,0.14400000000000002,0.073,1.56,41.92,1,0.22,2019-01-29,0.648,1150000.0,43.38,2.1,0.0075,-0.061500000000000006,-0.18989999999999999,1798089.0,0.0348,0.0233,0.0302,1,0,0
FLR,15.51,2.2,0.002,141790000.0,0.0613,4840000000.0,10.98,3.11,0.018500000000000003,139980000.0,-0.175,310900000.0,0.34,0.61,0.905,0.0308,-0.4269,19390000000.0,0.25,-0.05,-0.0007000000000000001,1.93,-0.2998,21.63,1.58,0.6776000000000001,0.025,57.07,-0.3574,13.56,2.52,0.4497,0.076,0.0596,0.84,,-0.069,0.069,-0.45049999999999996,1.72,0.0246,1.1,-0.067,0.037000000000000005,0.1457,1.51,56706,1.5,-0.057,0.024,45.34,1,0.57,-0.185,0.012,1.09,32.37,1,0.55,2019-01-31,0.502,2240000.0,34.12,2.3,0.026699999999999998,-0.14150000000000001,-0.3188,2432432.0,0.0541,0.0374,0.0471,0,1,0
